review,rating,date,bank,source,vader_compound,vader_label
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,Google Play,-0.4926,neg
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play,-0.6249,neg
"Lag,...",1,2024-05-06,BOA,Google Play,-0.34,neg
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,Google Play,-0.9642,neg
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,Google Play,0.0,neu
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play,-0.2755,neg
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play,0.7269,pos
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,Google Play,0.0,neu
Dont even try,1,2024-05-05,BOA,Google Play,0.0,neu
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play,0.0613,pos
This app is not working!!,1,2024-05-04,BOA,Google Play,0.0,neu
ayseram yastelal,3,2024-05-04,BOA,Google Play,0.0,neu
this app not work why?pleas tell me,2,2024-05-04,BOA,Google Play,0.0,neu
I am comfortable with your good service,5,2024-05-04,BOA,Google Play,0.7351,pos
betam yedadab app,1,2024-05-04,BOA,Google Play,0.0,neu
i like is app boA,4,2024-05-04,BOA,Google Play,0.3612,pos
best app from any mobilebanking,5,2024-05-04,BOA,Google Play,0.6369,pos
It crushes repeatedly,1,2024-05-03,BOA,Google Play,-0.4404,neg
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,Google Play,-0.7501,neg
Ok true,1,2024-05-03,BOA,Google Play,0.6124,pos
Actually faster,4,2024-05-03,BOA,Google Play,0.0,neu
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,Google Play,-0.1531,neg
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,Google Play,-0.5849,neg
My #1 choice,5,2024-05-03,BOA,Google Play,0.0,neu
This application isn't working properly,1,2024-05-03,BOA,Google Play,0.0,neu
This is too poorer than the previous app.,1,2024-05-03,BOA,Google Play,-0.3612,neg
cool App Tnxes,5,2024-05-03,BOA,Google Play,0.3182,pos
Not working 😕,1,2024-05-03,BOA,Google Play,0.2411,pos
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,Google Play,-0.6892,neg
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,Google Play,0.5029,pos
Yleiall,1,2024-05-03,BOA,Google Play,0.0,neu
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,Google Play,-0.4019,neg
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,Google Play,0.0,neu
Nice one thanks abisiniya,5,2024-05-03,BOA,Google Play,0.6908,pos
it doesnt work it crashes,1,2024-05-03,BOA,Google Play,0.0,neu
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,Google Play,-0.7506,neg
Sorie,1,2024-05-03,BOA,Google Play,0.0,neu
Slow,1,2024-05-03,BOA,Google Play,0.0,neu
Plays,5,2024-05-02,BOA,Google Play,0.25,pos
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,BOA,Google Play,-0.872,neg
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,Google Play,0.1154,pos
Great app than others,5,2024-05-02,BOA,Google Play,0.6249,pos
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,Google Play,-0.2382,neg
I think I remember it worked once upon time...,2,2024-05-02,BOA,Google Play,0.0,neu
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,Google Play,-0.4404,neg
"The app never worked properly, specially on android 14, do better",1,2024-05-02,BOA,Google Play,0.4404,pos
Fix the bug.,1,2024-05-02,BOA,Google Play,0.0,neu
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,BOA,Google Play,-0.4973,neg
It always crashes,1,2024-05-02,BOA,Google Play,0.0,neu
Worst app ever. Barely works,1,2024-05-02,BOA,Google Play,-0.6249,neg
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,Google Play,-0.4019,neg
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,Google Play,-0.0572,neg
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,Google Play,-0.6971,neg
The worest mobile banking app,1,2024-05-02,BOA,Google Play,0.0,neu
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,Google Play,0.2382,pos
Ayseram mnm,1,2024-05-01,BOA,Google Play,0.0,neu
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,BOA,Google Play,-0.688,neg
good App and user friendly.,4,2024-05-01,BOA,Google Play,0.7269,pos
Every time needs update & after that it's not working it's too boring,1,2024-05-01,BOA,Google Play,-0.3182,neg
Mnm beka ayeseram hule endaschegeregn,1,2024-05-01,BOA,Google Play,0.0,neu
What mean disable developer option?,5,2024-05-01,BOA,Google Play,0.0,neu
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,Google Play,-0.4019,neg
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,BOA,Google Play,-0.4581,neg
Annoying it doesn't work totally,1,2024-05-01,BOA,Google Play,-0.4019,neg
The Worst application ever,1,2024-05-01,BOA,Google Play,-0.6249,neg
The best beautiful app,5,2024-05-01,BOA,Google Play,0.8442,pos
Keeps crashing everytime what a disaster,1,2024-05-01,BOA,Google Play,-0.6249,neg
It doesn't work anymore,1,2024-05-01,BOA,Google Play,0.0,neu
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,BOA,Google Play,-0.4767,neg
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,BOA,Google Play,0.8294,pos
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,BOA,Google Play,0.3182,pos
Frequently crashing fix it please,1,2024-05-01,BOA,Google Play,0.3182,pos
95% of the time it crashes,1,2024-05-01,BOA,Google Play,0.0,neu
The worst update ever You don't deserve one star;,1,2024-05-01,BOA,Google Play,-0.6249,neg
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,BOA,Google Play,-0.6461,neg
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play,0.0,neu
App needs a lot of work. It continuously crashes and shuts down.,1,2024-04-30,BOA,Google Play,0.0,neu
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,BOA,Google Play,-0.477,neg
This app is so annoying as the previous version.,3,2024-04-30,BOA,Google Play,-0.541,neg
Need many improvements,2,2024-04-30,BOA,Google Play,0.3182,pos
Great always great!!!,5,2024-04-30,BOA,Google Play,0.8772,pos
Pic new,5,2024-04-30,BOA,Google Play,0.0,neu
አፑ ቆንጆ ነበር አማርኛ ቋንቋ ቢካተት ሌላው በአሁን ሰዓት ይኼን ስፅፍ እያስቸገረኝ ነው ሲስተሙ,5,2024-04-30,BOA,Google Play,0.0,neu
"Such a junk application, its not working at all. Waste of time",1,2024-04-30,BOA,Google Play,-0.4215,neg
Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,BOA,Google Play,0.0,neu
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,BOA,Google Play,-0.3612,neg
Doeisn't work,5,2024-04-30,BOA,Google Play,0.0,neu
"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,BOA,Google Play,-0.68,neg
The best bank with the worst application and ussd service.,1,2024-04-30,BOA,Google Play,0.0258,neu
The old version is best. This one is so lagging and it's not fast to quick transfer,1,2024-04-30,BOA,Google Play,0.3525,pos
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,BOA,Google Play,-0.2062,neg
Amaizing Bank in Etthiopia,5,2024-04-30,BOA,Google Play,0.0,neu
Good banking app,4,2024-04-29,BOA,Google Play,0.4404,pos
It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29,BOA,Google Play,-0.3786,neg
That's a fantastic app! L,2,2024-04-29,BOA,Google Play,0.8236,pos
The best bank,5,2024-04-29,BOA,Google Play,0.6369,pos
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,BOA,Google Play,0.8828,pos
I have never seen the worst mobile app like this,5,2024-04-29,BOA,Google Play,0.6998,pos
Very very good app,5,2024-04-29,BOA,Google Play,0.5379,pos
it keeps crashing,1,2024-04-29,BOA,Google Play,0.0,neu
Excited,5,2024-04-29,BOA,Google Play,0.34,pos
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,BOA,Google Play,-0.5959,neg
👑👑,5,2024-04-29,BOA,Google Play,0.0,neu
Bad app,1,2024-04-29,BOA,Google Play,-0.5423,neg
To payment,1,2024-04-29,BOA,Google Play,0.0,neu
"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-29,BOA,Google Play,0.0,neu
Not working properly why?????????,1,2024-04-29,BOA,Google Play,0.0,neu
The update app is the worest one when i compare with past.,1,2024-04-28,BOA,Google Play,0.0,neu
"It's nice, the stack thing needs update thou",5,2024-04-28,BOA,Google Play,0.4215,pos
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,BOA,Google Play,0.6808,pos
The app is not properly working.,3,2024-04-28,BOA,Google Play,0.0,neu
It is always crushing it loged me out all the time,1,2024-04-28,BOA,Google Play,-0.3612,neg
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,BOA,Google Play,-0.8692,neg
"Why Why Why???? it is difficult to make transactions, it takes alot of time to make payments, i thought the update will make it work, but it got worse. please fix it",1,2024-04-28,BOA,Google Play,-0.6007,neg
"the worst app I have ever used, I could've given 5 star if it worked properly even just for logging in and check my accounts. seemed that's impossible",1,2024-04-28,BOA,Google Play,-0.6249,neg
sometime it is not working wel,4,2024-04-27,BOA,Google Play,0.0,neu
Very helpfull app,5,2024-04-27,BOA,Google Play,0.0,neu
"Very slow response , try to some updates in the application",1,2024-04-27,BOA,Google Play,0.0,neu
"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,BOA,Google Play,-0.5106,neg
